"","document","term","count",".topic"
"9326","103","differenz",1,13
"9327","103","folger",1,29
"9328","103","genet",1,2
"9329","103","implizit",1,13
"9330","103","mathemat",1,13
"9331","103","paradigma",1,13
"9332","715","ausserhalb",1,5
"9333","715","berufsorientier",5,5
"9334","715","berufswahl",1,5
"9335","715","chemiebezog",1,5
"9336","715","etablier",1,5
"9337","715","fachunterricht",1,7
"9338","715","interventionsmassnahm",1,5
"9339","715","realisiert",2,5
"9340","715","traditionell",1,5
"9341","205","aufgabenstell",1,5
"9342","205","berufsbild",2,5
"9343","205","blended",1,19
"9344","205","fiktiv",1,5
"9345","205","forschend",1,25
"9346","205","geleg",1,22
"9347","205","kooperativ",1,33
"9348","205","okolog",1,11
"9349","205","osterreich",1,20
"9350","205","qualifikation",1,11
"9351","205","stakehold",1,5
"9352","205","unternehm",1,5
"9353","677","alt",1,17
"9354","677","einfach",1,21
"9355","677","facherverbind",1,33
"9356","677","jgst",1,29
"9357","677","nach",1,11
"9358","677","passend",1,33
"9359","677","seminar",1,6
"9360","677","station",3,6
"9361","677","ubungsaufgab",1,11
"9362","771","abbruchquot",1,30
"9363","771","bericht",1,30
"9364","771","hurd",3,30
"9365","771","physikstudium",1,30
"9366","771","posterbeitrag",1,30
"9367","771","pradiktor",1,30
"9368","771","schliesst",1,30
"9369","771","schlussfolgernd",1,30
"9370","771","studienanfang",1,30
"9371","771","studienerfolg",3,30
"9372","771","uberdurchschnitt",1,30
"9373","232","alt",5,17
"9374","232","bildungsangebot",2,17
"9375","232","formal",1,17
"9376","232","informell",1,22
"9377","232","jahrig",1,17
"9378","232","kulturell",1,17
"9379","232","lebenslang",1,17
"9380","232","lernsetting",1,17
"9381","232","selbstbestimmt",1,17
"9382","232","statist",1,17
"9383","232","ubergeordnet",1,17
"9384","232","wandel",1,17
"9385","1189","diejen",1,5
"9386","1189","erhebungsmethod",1,20
"9387","1189","konzeptverstandnis",2,11
"9388","1189","los",2,13
"9389","1189","schnell",1,4
"9390","1189","schulervorstell",2,23
"9391","1189","unterrichtsplan",1,35
"9392","1189","vorgegeb",1,10
"9393","1189","vorzubereit",1,5
"9394","1189","wass",3,4
"9395","1185","alltagsmateriali",1,19
"9396","1185","ander",1,19
"9397","1185","basiskonzept",1,19
"9398","1185","chemiebezog",1,19
"9399","1185","doppelstund",2,19
"9400","1185","experimentalgrupp",3,19
"9401","1185","hypothes",1,19
"9402","1185","nimmt",2,19
"9403","1185","ort",1,19
"9404","1185","sach",1,19
"9405","1185","schulerlabor",1,8
"9406","896","assessment",7,36
"9407","896","begunst",1,36
"9408","896","formativ",7,36
"9409","896","ruckmeld",3,36
"9410","896","unterrichtsangebot",1,36
"9411","896","weiterbild",1,36
"9412","896","wissenserwerb",2,10
"9413","798","akadem",1,30
"9414","798","alst",1,30
"9415","798","fachdisziplin",1,30
"9416","798","pradiktor",3,30
"9417","798","semest",1,30
"9418","798","studienerfolg",4,30
"9419","129","analyseinstrument",1,30
"9420","129","bewegungsbeschreib",1,30
"9421","129","ermoglich",1,30
"9422","129","fachunterricht",1,7
"9423","129","lernmateriali",1,30
"9424","129","physikschulbuch",1,30
"9425","129","schulbuch",3,30
"9426","129","weiterfuhr",1,17
"9427","474","durchaus",1,26
"9428","474","expertis",1,33
"9429","474","frankfurt",1,26
"9430","474","haupt",1,29
"9431","474","kompetenzentwickl",1,33
"9432","474","licht",1,33
"9433","474","physikbezog",1,22
"9434","474","physikdidakt",1,33
"9435","474","physikstudium",1,30
"9436","474","pro",1,33
"9437","474","uberzeug",1,14
"9438","474","ungunst",1,33
"9439","1077","austausch",1,1
"9440","1077","fachdidaktikerinn",1,3
"9441","1077","fortbild",1,15
"9442","1077","haltung",1,3
"9443","1077","initiativ",1,15
"9444","1077","inklusion",1,1
"9445","1077","inklusiv",6,1
"9446","1077","netzwerk",3,3
"9447","1077","normativ",1,1
"9448","1077","ressourc",2,3
"9449","1077","weiterbild",1,15
"9450","146","analysemethod",1,20
"9451","146","argumentation",1,34
"9452","146","bewertungskompetenz",1,19
"9453","146","gesprach",1,22
"9454","146","kommunikation",1,22
"9455","146","planspiel",1,34
"9456","146","polit",1,20
"9457","146","rollenspiel",3,20
"9458","146","uberfach",1,20
"9459","468","audio",1,25
"9460","468","aufgabenstell",1,5
"9461","468","chemielehrkraft",1,1
"9462","468","diversitat",1,1
"9463","468","fallstudi",1,2
"9464","468","forschend",5,25
"9465","468","schulstuf",2,25
"9466","468","steigend",1,25
"9467","468","verantwort",1,25
"9468","468","videoaufnahm",1,25
"9469","1301","ausub",1,37
"9470","1301","erklar",1,32
"9471","1301","performanz",3,37
"9472","1301","physikstudier",1,37
"9473","1301","praxissemest",1,37
"9474","1301","professionswiss",2,37
"9475","1301","profil",2,37
"9476","1301","reflexion",1,24
"9477","1301","tatig",1,25
"9478","1301","tiefergeh",1,37
"9479","1301","unterrichtsplan",1,35
"9480","1301","vorbereitungsdien",1,37
"9481","1301","vorgenomm",1,37
"9482","733","bewertungskompetenz",1,19
"9483","733","erklar",1,32
"9484","733","handlung",1,32
"9485","733","kernlehrplan",2,32
"9486","733","kommunikation",1,32
"9487","733","konkretisiert",1,32
"9488","733","operator",4,32
"9489","733","prototyp",1,32
"9490","733","sprachlich",2,32
"9491","733","transkript",1,32
"9492","733","ubereinstimm",1,32
"9493","733","unterrichtsstund",1,32
"9494","733","verbal",1,32
"9495","733","vorkomm",2,32
"9496","1283","fuccia",1,13
"9497","1283","gelost",1,13
"9498","1283","interviewleitfad",1,13
"9499","1283","los",1,13
"9500","1283","mathemat",5,13
"9501","1283","modelli",2,13
"9502","1283","modellierungskreislauf",2,13
"9503","1283","schwierigkeitserzeug",1,13
"9504","1283","vorles",1,9
"9505","744","angeregt",1,34
"9506","744","animation",1,34
"9507","744","axiom",3,34
"9508","744","computergestutzt",1,10
"9509","744","dargebot",1,34
"9510","744","lernprogramm",2,10
"9511","744","newtonsch",3,34
"9512","744","physiklern",1,10
"9513","744","text",1,18
"9514","744","unbewusst",1,34
"9515","744","wissenserwerb",1,10
"9516","732","denkprozess",1,13
"9517","732","feedback",1,4
"9518","732","gesichtspunkt",1,3
"9519","732","konstruktivist",1,22
"9520","732","lehrperson",2,24
"9521","732","regelmass",2,11
"9522","732","unterrichtshandeln",1,24
"9523","732","unterrichtsqualitat",1,24
"9524","1044","global",1,34
"9525","1044","konkretisiert",1,34
"9526","1044","professionswiss",1,37
"9527","1044","subdimension",1,24
"9528","1044","uactio",1,24
"9529","1044","uberzeug",1,14
"9530","1044","unterrichtshandeln",2,24
"9531","1044","unterrichtsqualitat",2,24
"9532","1044","unterrichtsqualitatsmerkmal",2,24
"9533","819","eingeordnet",1,26
"9534","819","kind",1,2
"9535","819","lernmateriali",1,30
"9536","819","sach",2,7
"9537","819","sachunterricht",1,7
"9538","819","traditionell",1,26
"9539","819","zeitgemass",1,7
"9540","35","basiskonzept",1,19
"9541","35","beizutrag",1,19
"9542","35","bewertungskompetenz",3,19
"9543","35","energi",1,34
"9544","35","irt",1,26
"9545","35","kompetenzmess",1,19
"9546","35","kontextbezug",1,19
"9547","35","optimier",1,19
"9548","35","teilkompetenz",1,15
"9549","1135","beginnt",1,32
"9550","1135","bildungssprach",5,32
"9551","1135","experimentalgrupp",1,32
"9552","1135","gesprach",1,2
"9553","1135","kind",2,2
"9554","1135","konzeptuell",3,32
"9555","1135","postt",1,32
"9556","1135","sprach",1,32
"9557","1135","vereint",1,32
"9558","1135","voneinand",1,32
"9559","573","diejen",1,1
"9560","573","festgelegt",1,1
"9561","573","kam",1,11
"9562","573","normativ",1,1
"9563","573","vorh",1,33
"9564","573","zielsetz",2,11
"9565","1159","aussagekraft",1,12
"9566","1159","elektrizitatslehr",1,12
"9567","1159","elementar",1,12
"9568","1159","interaktion",1,12
"9569","1159","leistung",1,12
"9570","1159","lernzirkel",1,12
"9571","1159","luck",1,12
"9572","1159","mittl",1,12
"9573","1159","tutor",6,12
"9574","1159","tutoring",2,12
"9575","1159","vielfach",1,12
"9576","1159","wirkt",1,12
"9577","1159","wissenserwerb",2,10
"9578","545","eckfall",1,4
"9579","545","feld",1,26
"9580","545","geschicht",1,4
"9581","545","orientier",4,4
"9582","545","quell",1,4
"9583","545","reihenfolg",1,4
"9584","545","schulalltag",1,4
"9585","545","smartp",1,4
"9586","545","zeichn",1,4
"9587","545","zeichnung",1,4
"9588","1146","anzuw",1,34
"9589","1146","beforscht",1,34
"9590","1146","divers",1,34
"9591","1146","energi",2,34
"9592","1146","energieform",2,34
"9593","1146","energiekonzept",5,34
"9594","1146","erklar",3,32
"9595","1146","lernweg",1,34
"9596","1146","system",3,34
"9597","1146","umwandl",1,34
"9598","691","aloud",1,13
"9599","691","implizit",1,13
"9600","691","mathemat",5,13
"9601","691","mathematikunterricht",1,13
"9602","691","modelli",1,13
"9603","691","modellierungskreislauf",2,13
"9604","691","protokoll",1,4
"9605","691","think",1,13
"9606","691","vorausgesetzt",1,13
"9607","691","zustand",1,13
"9608","259","allgemeinbild",1,36
"9609","259","assessment",1,36
"9610","259","bereichsspezif",1,30
"9611","259","erziehungswissenschaft",1,9
"9612","259","forschungsprogramm",1,9
"9613","259","psycholog",1,30
"9614","259","psychologi",1,9
"9615","259","standard",1,15
"9616","1466","erkenntnismethod",1,2
"9617","1466","experimentiersituation",1,10
"9618","1466","expertenrating",1,21
"9619","1466","fallstudi",1,2
"9620","1466","gebildet",1,21
"9621","1466","handlungsmust",3,6
"9622","1466","labor",1,6
"9623","1466","laborpraktika",1,31
"9624","1466","niveaustuf",1,19
"9625","1466","performanz",2,37
"9626","1466","physikstudier",1,37
"9627","1466","tiefenstruktur",1,37
"9628","287","facett",1,37
"9629","287","fachmethod",1,37
"9630","287","may",1,37
"9631","287","shulman",1,37
"9632","287","sommersem",1,37
"9633","287","wadis",3,37
"9634","369","bereitschaft",1,9
"9635","369","bestat",1,29
"9636","369","diskrepanz",1,9
"9637","369","fragebogenstudi",1,9
"9638","369","generell",1,25
"9639","369","mangelnd",1,9
"9640","369","sachunterricht",3,7
"9641","369","selbsteinschatz",2,9
"9642","369","unterreprasentiert",1,29
"9643","369","vorbild",1,25
"9644","123","gewicht",1,19
"9645","123","impuls",1,19
"9646","123","kompetenzerwerb",2,19
"9647","123","kompetenzmess",1,19
"9648","123","paramet",1,19
"9649","123","umstell",1,19
"9650","123","unbestritt",1,19
"9651","414","abbruchquot",1,30
"9652","414","albrecht",1,30
"9653","414","bachelorstudiengang",1,14
"9654","414","deutet",1,14
"9655","414","heublein",1,30
"9656","414","hieraus",1,14
"9657","414","klarung",1,14
"9658","414","reduzi",1,14
"9659","414","schulphys",1,30
"9660","414","studienabbruch",1,30
"9661","414","studienanfang",1,30
"9662","414","studieneingangsphas",1,30
"9663","414","studienfach",1,30
"9664","414","ubung",1,14
"9665","414","vorles",1,9
"9666","1248","berufsbild",1,5
"9667","1248","berufsorientier",1,5
"9668","1248","chemiebezog",1,5
"9669","1248","erfahrbar",1,5
"9670","1248","fachunterricht",2,7
"9671","1248","inn",1,29
"9672","1248","materiali",1,16
"9673","1248","prozessorientiert",1,5
"9674","1248","schulerlabor",2,8
"9675","1211","entwicklungsforsch",1,26
"9676","1211","forschend",2,25
"9677","1211","kind",1,2
"9678","1211","komplexitatsreduziert",1,26
"9679","1211","labor",3,6
"9680","1211","lehrformat",1,26
"9681","1211","lll",2,26
"9682","1211","optimier",1,2
"9683","1211","professionswiss",1,37
"9684","1211","sachunterricht",1,7
"9685","1211","unterrichtsforsch",1,26
"9686","1317","abschluss",1,36
"9687","1317","allgemeinbild",4,36
"9688","1317","fachsem",1,36
"9689","1317","mathemat",2,13
"9690","1317","not",1,30
"9691","1317","pradiktor",2,30
"9692","1317","studienbeginn",1,30
"9693","1317","studieneingangsphas",2,30
"9694","1317","studienerfolg",1,30
"9695","1317","ubergang",1,12
"9696","1317","vertieft",4,36
"9697","1142","behindertenrechtskonvention",1,1
"9698","1142","chemielehrkraft",2,1
"9699","1142","diagnostizi",3,1
"9700","1142","gewahrleist",1,1
"9701","1142","herangefuhrt",1,1
"9702","1142","inklusiv",2,1
"9703","1142","lernstand",3,36
"9704","1142","lini",1,36
"9705","1142","nachzukomm",1,1
"9706","1142","regelmass",1,1
"9707","1142","schulergrupp",1,1
"9708","1142","schulgesetz",1,36
"9709","1142","schulsyst",1,1
"9710","1142","seminar",1,6
"9711","1142","weiterbild",1,36
"9712","1065","anleit",1,3
"9713","1065","beinhalt",1,3
"9714","1065","betreu",3,6
"9715","1065","kern",1,3
"9716","1065","lehrerkompetenz",1,33
"9717","1065","lernplattform",1,3
"9718","1065","mentoring",1,3
"9719","1065","onlin",3,3
"9720","1065","physikdidakt",2,33
"9721","1065","plattform",1,3
"9722","1065","praxisbezug",2,6
"9723","1065","seminar",3,6
"9724","1065","starkung",2,3
"9725","1449","ausstell",1,18
"9726","1449","bedurfnis",1,11
"9727","1449","forschend",2,25
"9728","1449","geleitet",1,18
"9729","1449","gruppendiskussion",1,25
"9730","1449","kommunikation",2,18
"9731","1449","kontextorientiert",1,11
"9732","1449","medizin",2,11
"9733","1449","outreach",2,18
"9734","1449","sfb",3,25
"9735","1449","sonderforschungsbereich",1,25
"9736","1449","team",1,25
"9737","1449","wissenschaftskommunikation",2,18
"9738","1449","zufried",1,18
"9739","1500","fundier",1,20
"9740","1500","kompetenzorientiert",1,6
"9741","1500","kumulativ",1,2
"9742","1500","lernaufgab",1,28
"9743","1500","materi",1,23
"9744","1500","progression",3,23
"9745","1500","prozessorientiert",1,5
"9746","1500","transf",1,31
"9747","1500","variablenkontrollstrategi",1,36
"9748","1500","ver",1,20
"9749","1500","vernetz",1,1
"9750","1500","zulass",1,2
"9751","973","besuch",1,8
"9752","973","comput",1,8
"9753","973","gymnasiallehrkraft",1,8
"9754","973","hervor",1,16
"9755","973","indirekt",1,8
"9756","973","lehrerfortbild",1,15
"9757","973","medi",1,28
"9758","973","physiklehr",1,3
"9759","973","schulerlabor",4,8
"9760","973","smartphon",1,16
"9761","973","tablet",1,16
"9762","973","uni",1,8
"9763","1476","bne",5,33
"9764","1476","kooperativ",4,33
"9765","1476","lehrerfortbild",1,15
"9766","1476","unterrichtsgestalt",1,33
"9767","1476","weiterbild",1,33
"9768","612","biolog",1,34
"9769","612","energi",7,34
"9770","612","energiebegriff",1,34
"9771","612","erfahrungsbasiert",1,34
"9772","612","forschungsarbeit",1,34
"9773","612","nutzbar",2,34
"9774","612","wissenschaftl",1,34
"9775","1205","konzeptuell",3,32
"9776","1205","materi",3,23
"9777","1205","mathemat",1,13
"9778","1205","raumlich",1,35
"9779","1205","reprasentationsform",2,23
"9780","1205","studieneingangsphas",1,30
"9781","1205","studienerfolg",1,30
"9782","1205","training",2,35
"9783","704","akzeptanzbefrag",1,23
"9784","704","akzeptiert",1,26
"9785","704","elektr",1,26
"9786","704","neun",1,26
"9787","704","visualisier",1,26
"9788","1469","berufsorientier",3,5
"9789","1469","bestandsaufnahm",1,5
"9790","1469","divers",1,5
"9791","1469","formativ",1,36
"9792","1469","migrationshintergrund",1,5
"9793","1469","mitunt",1,5
"9794","1469","personal",1,5
"9795","1469","posterbeitrag",1,5
"9796","1469","raumlich",1,35
"9797","1469","statist",1,5
"9798","1469","werkzeug",1,5
"9799","1469","zahlt",1,5
"9800","1036","bereitschaft",1,15
"9801","1036","chemielehrkraft",1,37
"9802","1036","fortbild",1,15
"9803","1036","schulerzentriert",1,15
"9804","1036","teilnehmerinn",1,24
"9805","1036","zufried",1,15
"9806","1153","analyt",1,35
"9807","1153","computerbasiert",1,32
"9808","1153","erklar",1,32
"9809","1153","interaktiv",1,32
"9810","1153","physikbezog",2,22
"9811","1153","pisa",1,29
"9812","1153","problemaufgab",1,32
"9813","1153","problemlos",2,32
"9814","1153","problemlosefah",5,29
"9815","1153","problemloseprozess",1,18
"9816","1153","validitat",1,15
"9817","186","assessment",2,36
"9818","186","effizient",1,15
"9819","186","expertenbefrag",1,15
"9820","186","genug",1,15
"9821","186","larg",3,15
"9822","186","onlin",1,3
"9823","186","prozedural",1,15
"9824","186","scal",3,15
"9825","186","schulerexperiment",1,15
"9826","186","simulation",1,15
"9827","186","teilkompetenz",1,15
"9828","186","validitat",1,15
"9829","834","behindertenrechtskonvention",1,1
"9830","834","for",1,24
"9831","834","gleichwert",1,27
"9832","834","inklusiv",3,1
"9833","834","lernphas",1,27
"9834","834","schulleb",1,27
"9835","834","selbsteinschatzungsbog",1,27
"9836","834","udl",1,24
"9837","834","universal",1,24
"9838","834","unterrichtsein",1,27
"9839","834","unterrichtskonzeption",1,23
"9840","662","assessment",1,36
"9841","662","aufgabenstell",1,5
"9842","662","computerbasiert",2,32
"9843","662","denkprozess",1,15
"9844","662","larg",1,15
"9845","662","realexperiment",1,5
"9846","662","scal",1,15
"9847","662","unterrichtsnah",1,32
"9848","662","validierungsstudi",2,15
"9849","662","validitat",1,15
"9850","485","akzeptiert",1,37
"9851","485","community",1,37
"9852","485","effektiv",1,37
"9853","485","entschied",1,37
"9854","485","mechan",2,37
"9855","485","normativ",1,37
"9856","485","professionswiss",5,37
"9857","485","prowin",2,37
"9858","485","schulervariabl",1,37
"9859","485","unterrichtsein",1,27
"9860","485","unterrichtsstund",1,37
"9861","1325","disposition",1,3
"9862","1325","erlernbar",1,12
"9863","1325","experimentiersituation",1,10
"9864","1325","gefragt",1,12
"9865","1325","intelligenz",1,20
"9866","1325","los",1,13
"9867","1325","nutzlich",2,3
"9868","1325","performanz",2,37
"9869","1325","umzusetz",1,29
"9870","793","beginnt",1,32
"9871","793","bildungsangebot",1,17
"9872","793","konzeptuell",2,32
"9873","793","magnet",3,26
"9874","793","materiali",1,16
"9875","793","progression",1,23
"9876","793","vertieft",1,36
"9877","793","wechselwirk",2,9
"9878","793","weiterfuhr",1,17
"9879","593","belief",5,14
"9880","593","grounded",1,14
"9881","593","handlung",1,10
"9882","593","interview",2,14
"9883","593","nachfolg",1,14
"9884","593","sieb",1,14
"9885","593","uberzeug",1,14
"9886","593","unterrichtsein",1,27
"9887","593","unterrichtshandeln",1,14
"9888","25","experimentierumgeb",1,27
"9889","25","geleitet",1,5
"9890","25","hypothes",1,22
"9891","25","kontrolliert",1,5
"9892","25","real",2,10
"9893","25","schulerleist",1,5
"9894","25","strategi",5,5
"9895","25","training",1,27
"9896","25","verand",1,22
"9897","25","virtuell",2,31
"9898","72","computergestutzt",3,10
"9899","72","disi",1,10
"9900","72","effizient",1,10
"9901","72","hurd",1,10
"9902","72","lernschwier",5,10
"9903","72","mocht",1,10
"9904","72","reliabel",1,10
"9905","72","voruntersuch",1,10
"9906","176","berufsfeld",1,22
"9907","176","dau",1,22
"9908","176","einbezieh",1,22
"9909","176","einschlag",1,22
"9910","176","gebot",1,22
"9911","176","interventionsmassnahm",1,22
"9912","176","kontakt",1,22
"9913","176","madch",1,3
"9914","176","mentoring",1,22
"9915","176","programm",1,7
"9916","176","sachunterricht",1,7
"9917","176","verhaltensweis",1,22
"9918","176","vorausgesetzt",1,22
"9919","176","vorbild",3,22
"9920","176","vorgehensweis",1,22
"9921","176","wirkungsvoll",1,22
"9922","176","wissenschaftlerinn",2,22
"9923","266","chemiestudier",2,4
"9924","266","computergestutzt",1,4
"9925","266","kurzvortrag",3,4
"9926","266","monat",1,4
"9927","266","mundlich",3,4
"9928","266","physikpraktikum",2,4
"9929","266","praktika",1,28
"9930","266","praktikum",1,4
"9931","266","prasentation",4,4
"9932","266","protokoll",4,4
"9933","266","vergleichsstudi",1,4
"9934","631","herauszufind",1,10
"9935","631","implizit",1,17
"9936","631","mental",1,31
"9937","631","metakognitiv",1,10
"9938","631","prompt",5,10
"9939","631","reprasentation",1,18
"9940","631","selbsterklar",3,10
"9941","631","vorgegeb",1,10
"9942","308","anzuw",1,20
"9943","308","bericht",2,20
"9944","308","defini",1,20
"9945","308","formulier",2,20
"9946","308","konkretisi",1,20
"9947","308","labor",1,6
"9948","308","laborpraxis",1,20
"9949","308","lehrerinn",4,20
"9950","308","mayring",1,20
"9951","308","nawi",1,19
"9952","308","osterreich",1,20
"9953","1409","befindet",1,1
"9954","1409","fundier",1,20
"9955","1409","kompetenzentwickl",1,33
"9956","1409","mittelfrist",1,30
"9957","1409","stag",1,1
"9958","1409","statist",1,35
"9959","1409","vergleichsstudi",1,4
"9960","1409","version",1,20
"9961","1409","zeitaufwand",1,1
"9962","555","betreu",1,28
"9963","555","bezeichnet",1,28
"9964","555","eingerichtet",1,28
"9965","555","praktika",3,28
"9966","555","praktikum",2,28
"9967","555","sachunterrichtsstudier",2,8
"9968","555","studiert",1,28
"9969","1226","gestieg",1,29
"9970","1226","math",1,13
"9971","1226","mathemat",3,13
"9972","1226","physikolympiad",3,29
"9973","1226","rund",2,11
"9974","1226","vorkomm",1,29
"9975","1226","wettbewerb",1,29
"9976","1226","zeichn",1,29
"9977","167","denkweis",1,9
"9978","167","kompetenzstrukturmodell",1,33
"9979","167","kooperationsprojekt",1,9
"9980","167","physikdidakt",1,33
"9981","167","wadis",1,33
"9982","167","wissenschaftsverstandnis",1,3
"9983","1395","experimentalphys",1,36
"9984","1395","facett",2,36
"9985","1395","hieraus",1,36
"9986","1395","praxissem",1,24
"9987","1395","schulwiss",6,36
"9988","1395","vertieft",5,36
"9989","1298","antwort",1,34
"9990","1298","erklar",4,32
"9991","1298","erklart",1,32
"9992","1298","fachdidaktikerinn",1,32
"9993","1298","falk",1,32
"9994","1298","lehrerkompetenz",1,32
"9995","1298","merzyn",1,32
"9996","1298","mundlich",1,32
"9997","1298","professionswiss",1,37
"9998","1298","shulman",1,32
"9999","1298","sprach",1,32
"10000","1298","unterrichtserklar",2,32
"10001","1298","unterrichtsnah",1,32
"10002","1298","videovignett",1,32
"10003","1328","begleitstudi",1,33
"10004","1328","entdeck",1,25
"10005","1328","forschend",1,25
"10006","1328","kontrovers",1,24
"10007","1328","labor",3,6
"10008","1328","mint",1,7
"10009","1328","nos",5,24
"10010","1328","treatmentgrupp",1,24
"10011","1328","verand",1,33
"10012","591","akzeptanzbefrag",3,23
"10013","591","aufbaut",1,23
"10014","591","cern",1,23
"10015","591","einbind",1,23
"10016","591","fundamental",1,23
"10017","591","ideas",1,23
"10018","591","jahrig",1,23
"10019","591","key",1,23
"10020","591","konstruktivist",1,22
"10021","591","materi",2,23
"10022","591","nachzukomm",1,23
"10023","591","reaktion",1,23
"10024","591","schulervorstell",2,23
"10025","591","stabil",1,23
"10026","591","student",1,23
"10027","591","teilchenphys",1,23
"10028","591","ursprung",1,23
"10029","280","coactiv",1,37
"10030","280","kategori",1,37
"10031","280","kodiert",1,24
"10032","280","komplexitatsreduziert",2,37
"10033","280","lamprecht",1,14
"10034","280","physikspezif",1,24
"10035","280","professionswiss",1,37
"10036","280","rating",1,24
"10037","280","sequenz",2,24
"10038","280","system",1,37
"10039","280","tiefenstruktur",1,37
"10040","280","uberzeug",2,14
"10041","280","unterrichtshandeln",3,24
"10042","280","unterrichtsqualitat",1,24
"10043","280","unterrichtssequenz",1,37
"10044","529","hypothes",1,19
"10045","529","kochbuchart",1,19
"10046","529","kritisiert",1,19
"10047","529","laborpraktikum",1,19
"10048","529","laborpraxis",1,19
"10049","529","methodenwiss",1,19
"10050","529","optimier",2,19
"10051","529","praktika",1,28
"10052","529","praktikum",1,19
"10053","529","reflexion",1,19
"10054","470","aktionsforsch",1,27
"10055","470","antwort",1,1
"10056","470","befindet",1,1
"10057","470","begab",1,1
"10058","470","behindertenrechtskonvention",1,1
"10059","470","denkweis",2,1
"10060","470","diagnostizi",1,1
"10061","470","diversitat",1,1
"10062","470","einzusetz",1,1
"10063","470","erklar",1,32
"10064","470","forderschul",2,1
"10065","470","inklusiv",2,1
"10066","470","lernmateriali",1,1
"10067","470","lernschwier",1,1
"10068","470","partizipativ",1,27
"10069","470","schulsyst",1,1
"10070","1508","kraft",1,35
"10071","1508","leistung",1,35
"10072","1508","mathemat",2,13
"10073","1508","modellverstandnis",5,35
"10074","1508","organ",1,35
"10075","1508","orientier",1,35
"10076","1508","potentiell",1,30
"10077","1508","studienerfolg",1,30
"10078","1508","symbol",2,35
"10079","1508","teildisziplin",1,35
"10080","1508","training",2,35
"10081","1508","visualisier",1,35
"10082","1508","visuell",2,35
"10083","385","forschungsluck",1,6
"10084","385","kontinui",1,9
"10085","385","labor",1,6
"10086","385","prinzip",1,6
"10087","385","professionswiss",1,37
"10088","385","schulertag",1,6
"10089","385","schulerzentriert",1,6
"10090","385","seminar",2,6
"10091","385","student",2,9
"10092","385","training",1,27
"10093","99","angekomm",1,28
"10094","99","antwortformat",1,34
"10095","99","quantenphys",2,30
"10096","99","schlussfolger",1,22
"10097","99","skala",1,14
"10098","99","zufall",2,14
"10099","99","zuletzt",1,28
"10100","56","basiskonzept",1,26
"10101","56","energi",1,34
"10102","56","esnas",1,36
"10103","56","extern",1,16
"10104","56","jgst",1,29
"10105","56","kompetenzt",1,9
"10106","56","korreliert",1,36
"10107","56","mathemat",1,13
"10108","56","modellbasiert",1,36
"10109","56","monat",1,36
"10110","56","schulnot",1,36
"10111","56","testergebnis",1,36
"10112","56","timss",1,36
"10113","56","validitat",2,15
"10114","1517","akteur",1,21
"10115","1517","auseinanderzusetz",1,21
"10116","1517","baumert",1,14
"10117","1517","beachtung",1,21
"10118","1517","herangefuhrt",1,14
"10119","1517","kognition",1,14
"10120","1517","kunt",1,14
"10121","1517","physikdidakt",1,33
"10122","1517","seminar",2,6
"10123","1517","symbol",1,21
"10124","1024","entwicklungsstand",1,37
"10125","1024","handlungsqualitat",1,37
"10126","1024","performanzt",1,37
"10127","1024","praxissem",1,24
"10128","1024","profil",1,37
"10129","1024","standardsituation",1,37
"10130","1024","vorangegang",1,31
"10131","381","diagnosekompetenz",2,6
"10132","381","diagnost",2,20
"10133","381","fordermassnahm",1,20
"10134","381","physikdidakt",1,33
"10135","381","physiklehramtsstudier",2,20
"10136","578","einbind",1,25
"10137","578","entdeck",2,25
"10138","578","forschend",2,25
"10139","578","generell",1,25
"10140","578","handlungsnah",3,25
"10141","578","knowledg",1,25
"10142","578","kognition",2,25
"10143","578","konstruktivismus",1,22
"10144","578","konstruktivist",3,22
"10145","578","kulturell",1,25
"10146","578","mittl",1,25
"10147","578","pck",3,25
"10148","578","pedagogical",1,25
"10149","578","schulstuf",1,25
"10150","578","uberzeug",2,14
"10151","578","unterrichtshandeln",2,25
"10152","578","wissensaufbau",1,25
"10153","1061","adressatenspezif",1,4
"10154","1061","concept",2,17
"10155","1061","kam",2,11
"10156","1061","maps",2,17
"10157","1061","medizin",1,11
"10158","1061","physikpraktika",1,4
"10159","1061","physikpraktikum",1,4
"10160","1061","praktikum",2,4
"10161","1061","praktikumsversuch",1,4
"10162","1061","situational",1,4
"10163","1061","text",1,18
"10164","1061","theyss",1,11
"10165","1061","vergleichsstudi",1,4
"10166","1061","vernetz",1,1
"10167","647","beginnt",1,19
"10168","647","hypothes",2,19
"10169","647","hypothesenbild",2,19
"10170","647","hypothesengeleitet",1,19
"10171","647","interviewleitfad",1,19
"10172","647","may",1,37
"10173","647","mayring",1,19
"10174","647","nawi",2,19
"10175","647","professionswiss",2,37
"10176","134","authentizitat",1,16
"10177","134","experimentiert",1,16
"10178","134","gerat",1,16
"10179","134","geschieht",1,16
"10180","134","kooperativ",1,33
"10181","134","messgerat",1,16
"10182","134","pcs",3,16
"10183","134","prasentation",1,16
"10184","134","schulphys",1,16
"10185","134","situiert",1,16
"10186","134","tablet",4,16
"10187","1539","cognitiv",1,31
"10188","1539","comput",1,28
"10189","1539","digital",1,28
"10190","1539","doppelstund",1,19
"10191","1539","gefahr",1,31
"10192","1539","integrativ",2,14
"10193","1539","luck",1,31
"10194","1539","medi",1,28
